Date,High,Low,Open,Close,Volume,Adj Close
2018-09-03,733.9500122070312,715.0,724.5,717.125,10976328.0,709.3997802734375
2018-09-04,748.5,716.0,722.0,737.1500244140625,15370124.0,729.2090454101562
2018-09-05,744.0499877929688,725.4000244140625,741.9500122070312,729.9000244140625,8658978.0,722.0371704101562
2018-09-06,735.5,724.0999755859375,732.5499877929688,727.1500244140625,5598659.0,719.3167724609375
2018-09-07,735.1500244140625,723.7999877929688,734.3499755859375,732.7999877929688,6510605.0,724.9058837890625
2018-09-10,747.0,729.4000244140625,737.75,730.8499755859375,5629871.0,722.9768676757812
2018-09-11,744.75,732.0,735.9000244140625,734.2999877929688,6963561.0,726.3897094726562
2018-09-12,746.5,736.25,744.4000244140625,742.9000244140625,4636617.0,734.8970947265625
2018-09-14,745.0,729.0499877929688,741.9000244140625,733.7000122070312,7896514.0,725.7962036132812
2018-09-17,740.0,724.5999755859375,735.0,725.9500122070312,5427054.0,718.1296997070312
2018-09-18,730.0,717.0,730.0,719.0999755859375,7729732.0,711.3534545898438
2018-09-19,727.0,713.2000122070312,727.0,719.75,4849498.0,711.9964599609375
2018-09-21,717.4000244140625,692.0,713.8499755859375,705.2999877929688,14350769.0,697.7021484375
2018-09-24,729.9500122070312,706.5,706.5,718.25,8637881.0,710.5126342773438
2018-09-25,736.0,717.0,718.25,726.2000122070312,9602273.0,718.3770141601562
2018-09-26,731.8499755859375,712.0,731.2000122070312,717.8499755859375,6599606.0,710.116943359375
2018-09-27,730.7999877929688,717.4500122070312,722.0,724.7999877929688,14592616.0,716.9920654296875
2018-09-28,734.5499877929688,715.2000122070312,721.0,730.0499877929688,7490031.0,722.1854858398438
2018-10-01,754.9000244140625,733.0,737.5,746.6500244140625,8252398.0,738.606689453125
2018-10-03,751.9500122070312,726.2999877929688,743.7999877929688,728.5,7792464.0,720.6522216796875
2018-10-04,729.75,702.5,728.5,707.2000122070312,6173037.0,699.5816650390625
2018-10-05,731.5,709.2999877929688,713.0,724.5999755859375,8543578.0,716.794189453125
2018-10-08,728.7000122070312,709.25,725.0499877929688,714.4500122070312,7259306.0,706.7536010742188
2018-10-09,722.4000244140625,702.6500244140625,717.0999755859375,717.75,6777212.0,710.0180053710938
2018-10-10,719.9000244140625,695.4000244140625,719.9000244140625,700.4500122070312,8866251.0,692.9044189453125
2018-10-11,692.9000244140625,663.2999877929688,685.0,673.3499755859375,10985897.0,666.0963134765625
2018-10-12,684.0499877929688,661.5,676.4000244140625,678.7999877929688,8909221.0,671.4876098632812
2018-10-15,705.0,681.5,688.5999755859375,698.7999877929688,6222176.0,691.2721557617188
2018-10-16,713.9000244140625,689.4000244140625,710.0,695.25,11588963.0,687.7603759765625
2018-10-17,721.7999877929688,701.3499755859375,710.0,705.3499755859375,20360697.0,697.7515869140625
2018-10-19,687.7000122070312,678.0,687.0,683.5499877929688,10421001.0,676.1864013671875
2018-10-22,695.0499877929688,673.7999877929688,688.7000122070312,679.9500122070312,6672840.0,672.625244140625
2018-10-23,682.0,653.2999877929688,675.9500122070312,657.5999755859375,9041701.0,650.5159912109375
2018-10-24,666.5,647.1500244140625,663.0,649.7999877929688,7058164.0,642.7999877929688
2018-10-25,656.3499755859375,636.25,643.0,648.75,8270469.0,648.75
2018-10-26,648.7000122070312,629.9000244140625,645.2999877929688,633.5999755859375,5464141.0,633.5999755859375
2018-10-29,650.5499877929688,631.5,633.7000122070312,644.75,7137446.0,644.75
2018-10-30,663.7999877929688,637.4500122070312,641.0999755859375,659.5999755859375,8793411.0,659.5999755859375
2018-10-31,692.9500122070312,663.0499877929688,663.9000244140625,686.4000244140625,11947995.0,686.4000244140625
2018-11-01,689.7000122070312,659.5999755859375,689.7000122070312,666.7000122070312,5860244.0,666.7000122070312
2018-11-02,675.7999877929688,660.0999755859375,665.9500122070312,662.25,6654067.0,662.25
2018-11-05,668.5999755859375,657.0,663.5,666.0,5799426.0,666.0
2018-11-06,675.0,660.6500244140625,667.9000244140625,666.4500122070312,6975525.0,666.4500122070312
2018-11-07,677.5,672.0,673.0,675.5,758956.0,675.5
2018-11-09,679.0,655.5,679.0,659.5,9694143.0,659.5
2018-11-12,676.4000244140625,662.2999877929688,666.0,664.2000122070312,7118080.0,664.2000122070312
2018-11-13,667.75,656.2999877929688,663.5,665.7000122070312,4137801.0,665.7000122070312
2018-11-14,665.7000122070312,640.5,665.7000122070312,653.2000122070312,7323026.0,653.2000122070312
2018-11-15,666.0,646.7000122070312,654.0,656.4000244140625,5513390.0,656.4000244140625
2018-11-16,662.5,644.2000122070312,659.9000244140625,650.8499755859375,8583785.0,650.8499755859375
2018-11-19,662.0,649.25,659.0,651.7000122070312,6018930.0,651.7000122070312
2018-11-20,656.0,640.0999755859375,651.7000122070312,641.4000244140625,5384830.0,641.4000244140625
2018-11-21,640.0499877929688,612.0999755859375,640.0,619.0999755859375,14359086.0,619.0999755859375
2018-11-22,628.1500244140625,616.75,622.25,620.75,6632975.0,620.75
2018-11-26,628.0,599.8499755859375,621.0,621.4500122070312,15075209.0,621.4500122070312
2018-11-27,641.0,625.2999877929688,625.5,638.9000244140625,12285851.0,638.9000244140625
2018-11-28,668.7000122070312,640.0,640.9500122070312,666.4000244140625,17719890.0,666.4000244140625
2018-11-29,674.9000244140625,658.7999877929688,671.0,661.0499877929688,13399070.0,661.0499877929688
2018-11-30,672.0,660.9500122070312,661.0,667.4500122070312,10445773.0,667.4500122070312
2018-12-03,679.0,665.9500122070312,673.1500244140625,670.3499755859375,8260890.0,670.3499755859375
2018-12-04,688.25,671.2999877929688,672.5499877929688,685.25,7827923.0,685.25
