timestamp,open,high,low,close,volume
2019-04-02,2918.0000,2938.3501,2842.0000,2853.1001,938584
2019-04-01,2947.9500,2950.0000,2901.5000,2917.3999,587438
2019-03-28,2989.0000,3020.4500,2915.0000,2948.8000,1800550
2019-03-27,2965.0000,2995.0000,2950.0000,2980.1001,402423
2019-03-26,2961.0500,2968.0000,2939.0000,2952.8000,322020
2019-03-25,2934.8000,2965.6001,2915.2500,2957.9500,319510
2019-03-22,2960.0000,2998.8501,2930.0500,2949.7500,622630
2019-03-20,2969.8000,2969.8000,2920.0500,2949.6499,834351
2019-03-19,3008.0000,3008.0000,2945.0000,2974.7000,545621
2019-03-18,3026.8999,3047.8000,2992.1001,3005.1499,341148
2019-03-15,3002.1001,3032.2000,2980.0000,3023.8000,538508
2019-03-14,3012.0000,3025.0000,2970.0000,3016.8501,985558
2019-03-13,3002.0000,3047.2000,2990.0000,3010.0000,565499
2019-03-12,3012.0000,3020.8000,2981.3501,2996.1001,503545
2019-03-11,2970.0000,3012.0000,2936.8999,3000.5500,1147194
2019-03-08,2910.0000,2964.6001,2900.0500,2955.7000,754427
2019-03-07,2927.0000,2927.0000,2900.0000,2919.8999,392086
2019-03-06,2895.6499,2942.0000,2876.2500,2927.6001,748391
2019-03-05,2835.0500,2917.3999,2814.8000,2903.7500,632301
2019-03-01,2914.0000,2943.0000,2856.2000,2863.5000,1008494
2019-02-28,2930.0000,2933.8000,2864.0000,2900.6001,1246854
2019-02-27,2870.0000,2941.0000,2870.0000,2914.7000,861033
2019-02-26,2834.0000,2870.0000,2812.0000,2859.3000,369292
2019-02-25,2817.0000,2854.7000,2816.8999,2847.5500,322524
2019-02-22,2825.0000,2847.0000,2801.8501,2816.8501,431535
2019-02-21,2770.0000,2829.8999,2751.7000,2813.9500,281964
2019-02-20,2788.0000,2798.0000,2737.2500,2774.7000,428139
2019-02-19,2801.0000,2825.0000,2777.5000,2787.8501,185862
2019-02-18,2830.0000,2835.0000,2767.8000,2793.5000,296237
2019-02-15,2825.1499,2850.0000,2805.0500,2825.9500,867192
2019-02-14,2820.0000,2875.0000,2811.2500,2823.1001,372416
2019-02-12,2845.6001,2854.0000,2819.5000,2832.3501,280913
2019-02-11,2850.0000,2870.0000,2819.0500,2853.6001,712787
2019-02-08,2852.0000,2879.1001,2831.2000,2851.3999,1004870
2019-02-07,2785.0000,2872.0000,2772.1499,2853.6001,983573
2019-02-06,2715.0000,2785.0000,2714.1499,2770.1499,495030
2019-02-05,2647.0000,2720.0000,2645.0000,2710.6499,469085
2019-02-04,2610.0000,2672.3999,2565.4500,2642.5000,817279
2019-02-01,2560.0000,2670.0000,2543.0000,2602.7500,1028186
2019-01-31,2501.1499,2570.0000,2461.1001,2554.5500,1102133
2019-01-30,2571.0000,2653.3501,2485.0000,2499.7000,2450943
2019-01-29,2563.0000,2597.1499,2522.4500,2567.6499,424856
2019-01-28,2629.9500,2634.0000,2545.0000,2565.5500,332409
2019-01-25,2622.3000,2672.0000,2614.0500,2626.3501,304062
2019-01-24,2684.0000,2684.0000,2635.0000,2651.6499,183566
2019-01-23,2699.0000,2699.0000,2665.1001,2674.1001,205104
2019-01-22,2685.0000,2695.0000,2650.1001,2688.3501,273441
2019-01-21,2724.7500,2724.7500,2670.0000,2684.6001,303893
2019-01-18,2741.0000,2746.5000,2696.6499,2720.7500,269686
2019-01-17,2722.0000,2739.8000,2700.8000,2729.6499,230784
2019-01-16,2736.0000,2736.0000,2706.0000,2717.4500,218357
2019-01-15,2705.0000,2734.8000,2705.0000,2725.8501,169721
2019-01-14,2718.0000,2747.2000,2676.4500,2699.1499,170937
2019-01-11,2728.0000,2738.7000,2700.8501,2720.9500,259834
2019-01-10,2700.0000,2729.0000,2680.0000,2725.3000,277585
2019-01-09,2702.5000,2710.0000,2672.5000,2696.8999,285560
2019-01-08,2667.0000,2700.0000,2635.5000,2694.8501,486654
2019-01-07,2739.8999,2740.0000,2645.0000,2658.5500,462215
2019-01-04,2714.0000,2742.0000,2702.1001,2734.2000,362393
2019-01-03,2690.1001,2723.8501,2682.1001,2701.3501,310511
2019-01-02,2720.0000,2747.2500,2677.0000,2692.0000,599274
2019-01-01,2735.0000,2743.3999,2705.0000,2726.6499,304150
2018-12-31,2738.0000,2763.0000,2710.0000,2720.1499,406069
2018-12-28,2753.8999,2759.9500,2711.7500,2717.5000,358369
2018-12-27,2763.8999,2764.0000,2696.6001,2737.0000,558049
2018-12-26,2713.7000,2749.8000,2670.0000,2734.6001,410582
2018-12-24,2825.5000,2832.7000,2715.8501,2724.6499,348337
2018-12-21,2897.0000,2905.0000,2801.0000,2808.4500,386367
2018-12-20,2855.0000,2900.0000,2832.0000,2887.2000,288162
2018-12-19,2853.8999,2882.0000,2845.0500,2863.0000,393269
2018-12-18,2840.0000,2873.8000,2822.0500,2840.8999,443162
2018-12-17,2833.0000,2853.0000,2826.1001,2840.9500,225455
2018-12-14,2836.0000,2837.3501,2785.2000,2823.1499,465457
2018-12-13,2860.0000,2885.6499,2821.7000,2836.1001,466453
2018-12-12,2742.0000,2858.0000,2738.6499,2848.3999,552031
2018-12-11,2710.0000,2760.0000,2685.0000,2739.6001,370479
2018-12-10,2713.0000,2769.9500,2702.8000,2725.1001,274974
2018-12-07,2722.0000,2793.0000,2716.3000,2786.2000,417465
2018-12-06,2740.0000,2799.3999,2705.8501,2718.1001,468440
2018-12-05,2759.0000,2774.5000,2731.1001,2764.1001,178352
2018-12-04,2740.1001,2790.0000,2726.2500,2763.8501,395469
2018-12-03,2760.0000,2764.9500,2714.0000,2736.0000,386060
2018-11-30,2721.0000,2769.7000,2702.0000,2745.7000,690175
2018-11-29,2633.0000,2737.0000,2602.0500,2724.0000,763933
2018-11-28,2612.0000,2625.0000,2584.0000,2603.8999,285713
2018-11-27,2642.0000,2643.9500,2570.8999,2599.6499,437591
2018-11-26,2606.0000,2662.8999,2576.0000,2649.5000,376778
2018-11-22,2600.0000,2624.0000,2580.8000,2590.3501,373650
2018-11-21,2673.0000,2673.0000,2591.1001,2604.6499,381149
2018-11-20,2679.6499,2679.6499,2655.0000,2666.5000,146989
2018-11-19,2704.0000,2708.0000,2670.0000,2679.6499,209883
2018-11-16,2680.0000,2705.8999,2675.1499,2695.3501,317881
2018-11-15,2681.0000,2699.0000,2661.1001,2668.8501,240745
2018-11-14,2675.0000,2714.8999,2652.0000,2676.5000,302299
2018-11-13,2649.0000,2673.3999,2613.0000,2665.5000,305892
2018-11-12,2700.0000,2726.0000,2640.9500,2652.3000,272808
2018-11-09,2680.0000,2745.0000,2673.5000,2693.0500,344335
2018-11-07,2694.0000,2695.0000,2681.1499,2692.5500,38824
2018-11-06,2673.2000,2698.0000,2658.9500,2674.6001,278587
2018-11-05,2670.0000,2687.4500,2622.5500,2672.5500,222067
