timestamp,open,high,low,close,volume
2019-04-02,1693.1500,1697.0000,1680.1000,1687.1500,1227460
2019-04-01,1710.0000,1721.3500,1687.3000,1691.4500,1084008
2019-03-28,1685.0000,1692.0000,1673.4000,1683.9000,1852958
2019-03-27,1684.0000,1707.8000,1675.0000,1680.8000,1520533
2019-03-26,1679.9000,1691.5500,1674.0000,1683.8000,1452899
2019-03-25,1674.0000,1687.5000,1660.0000,1673.8500,2039945
2019-03-22,1687.5500,1703.8500,1673.7000,1678.0500,1636228
2019-03-20,1705.0000,1716.5000,1683.4500,1687.5500,2312268
2019-03-19,1697.6000,1709.4000,1688.2000,1699.6500,1456211
2019-03-18,1710.0000,1710.9500,1686.9000,1697.5500,1621113
2019-03-15,1745.0000,1746.5000,1694.4500,1698.4000,3571762
2019-03-14,1750.7500,1751.7000,1730.2000,1737.3000,867427
2019-03-13,1749.0000,1755.5000,1741.1000,1747.6000,1744331
2019-03-12,1718.9000,1739.0000,1718.8000,1734.8000,1861116
2019-03-11,1708.7500,1726.0000,1703.0000,1714.9500,1427771
2019-03-08,1706.0000,1718.0000,1695.1000,1701.6000,1419614
2019-03-07,1706.3500,1720.0000,1699.8000,1705.4000,1566441
2019-03-06,1726.1000,1730.0000,1697.9500,1699.8000,2193045
2019-03-05,1739.8000,1739.8000,1717.5000,1724.6000,1406843
2019-03-01,1735.0000,1749.0000,1731.0500,1734.6500,761115
2019-02-28,1749.0000,1756.6500,1727.6000,1732.6500,1895136
2019-02-27,1779.0000,1779.0000,1728.5500,1736.5000,1491740
2019-02-26,1763.4000,1785.9000,1762.0000,1772.2500,2190515
2019-02-25,1772.0000,1775.8000,1759.0000,1770.1500,1490746
2019-02-22,1760.0000,1773.0000,1751.9500,1768.5500,1360163
2019-02-21,1737.0000,1758.0000,1736.3500,1754.7000,1225418
2019-02-20,1742.7000,1745.9500,1722.0000,1733.5000,1430235
2019-02-19,1750.0000,1759.6000,1730.4500,1737.9500,1598381
2019-02-18,1775.1000,1775.1000,1735.0000,1751.9000,1513430
2019-02-15,1790.0000,1790.0000,1747.5000,1772.8000,1177218
2019-02-14,1796.0000,1798.5000,1777.0000,1785.0500,1341658
2019-02-12,1810.0000,1812.0000,1789.0000,1794.5000,990035
2019-02-11,1811.0500,1815.4000,1795.7500,1804.8000,797453
2019-02-08,1839.1000,1847.0000,1811.0000,1817.3000,1222765
2019-02-07,1834.0000,1845.0000,1828.3500,1839.0500,927434
2019-02-06,1828.4000,1836.4500,1820.0000,1829.9500,859789
2019-02-05,1805.0000,1834.9500,1804.9500,1821.4500,1278703
2019-02-04,1799.9000,1823.0000,1794.7000,1802.6000,1116390
2019-02-01,1763.2500,1832.5000,1761.4500,1799.3000,2342251
2019-01-31,1735.9000,1774.9000,1735.2500,1763.2500,1880257
2019-01-30,1760.0000,1760.7500,1728.1000,1733.3500,1259978
2019-01-29,1745.0000,1763.8500,1726.1000,1756.7000,1319822
2019-01-28,1758.9000,1771.5500,1740.1500,1743.0000,1289774
2019-01-25,1762.0000,1778.7500,1750.0000,1756.8000,1131790
2019-01-24,1766.8000,1784.0500,1756.7000,1759.5000,1350870
2019-01-23,1752.0000,1784.0500,1749.4000,1767.2000,2321782
2019-01-22,1746.0000,1755.0000,1741.2500,1750.2000,1776472
2019-01-21,1749.0000,1758.0000,1736.0500,1746.9000,1628067
2019-01-18,1750.0000,1768.8500,1727.3000,1744.1000,3234056
2019-01-17,1776.9000,1779.2500,1742.5000,1751.5000,1941204
2019-01-16,1790.0000,1794.8000,1766.8000,1772.5500,2054033
2019-01-15,1767.4000,1793.4000,1767.4000,1789.8500,1614600
2019-01-14,1771.0000,1780.7500,1760.1000,1763.9000,1018068
2019-01-11,1795.0000,1795.4000,1758.5500,1769.4000,1113837
2019-01-10,1785.0000,1799.1000,1779.0000,1786.2000,1313981
2019-01-09,1777.5000,1797.0000,1773.4000,1785.0000,1324628
2019-01-08,1792.0000,1793.5000,1761.1000,1770.8500,1262707
2019-01-07,1791.5000,1804.0000,1782.4500,1784.9500,909032
2019-01-04,1798.9000,1802.0000,1772.1500,1781.7000,1454134
2019-01-03,1782.6000,1803.4500,1782.6000,1788.4000,1182624
2019-01-02,1792.4000,1808.8500,1771.3000,1784.6000,1598707
2019-01-01,1824.8000,1824.8000,1798.3500,1801.1000,807345
2018-12-31,1830.0000,1836.9000,1811.2500,1819.6500,757071
2018-12-28,1817.9000,1834.9000,1815.7000,1822.0500,963189
2018-12-27,1802.7000,1823.0000,1793.1500,1814.9000,1516851
2018-12-26,1760.0000,1798.6500,1741.2500,1791.6000,2212019
2018-12-24,1814.0000,1814.0000,1777.5500,1784.6500,1023418
2018-12-21,1833.0000,1842.6000,1800.0000,1803.5000,1439522
2018-12-20,1839.0000,1854.9000,1821.0000,1834.2500,1500656
2018-12-19,1849.9500,1858.0000,1842.0000,1844.8000,1687085
2018-12-18,1848.9000,1848.9000,1833.0000,1840.7500,1521255
2018-12-17,1865.0000,1869.5000,1845.0500,1850.7000,1179613
2018-12-14,1837.0000,1865.8500,1832.7500,1860.5500,1573884
2018-12-13,1848.0000,1867.4500,1837.0500,1855.5500,1586900
2018-12-12,1796.0000,1845.0500,1795.9500,1839.1000,1449484
2018-12-11,1781.0000,1819.9000,1770.1000,1794.9000,2237806
2018-12-10,1796.8000,1815.0000,1790.0000,1795.8000,1216028
2018-12-07,1801.3000,1832.7500,1792.1000,1824.3000,1774240
2018-12-06,1840.0000,1847.0000,1797.6500,1801.5000,2399579
2018-12-05,1803.0000,1854.8000,1788.0000,1848.1000,2847336
2018-12-04,1835.0000,1848.9500,1801.0000,1807.6500,3155914
2018-12-03,1769.5000,1838.3000,1748.0500,1825.6000,4310053
2018-11-30,1770.9500,1798.3000,1742.2500,1754.0000,2373749
2018-11-29,1745.9000,1780.0000,1737.5000,1768.5000,1936534
