timestamp,open,high,low,close,volume
2019-04-02,3024.8000,3077.0000,2998.3501,3055.2000,1136002
2019-04-01,3030.2000,3046.3999,3008.3999,3026.1499,891523
2019-03-28,2940.1001,3000.0000,2940.0500,2995.8501,1366945
2019-03-27,2950.0000,3014.1499,2932.5000,2945.2500,2419656
2019-03-26,2860.0000,2942.0000,2859.0000,2934.3501,1570637
2019-03-25,2804.0000,2862.0000,2801.0000,2849.8000,1066757
2019-03-22,2868.0000,2895.5000,2816.0000,2836.6499,1250876
2019-03-20,2924.8000,2934.5500,2857.8000,2868.6001,1406862
2019-03-19,2930.0000,2962.8999,2910.0500,2920.8999,1480565
2019-03-18,2872.0000,2941.1001,2845.0000,2929.5500,1819986
2019-03-15,2818.8000,2899.0000,2815.0000,2860.7500,2091562
2019-03-14,2832.0000,2835.0000,2787.1001,2808.1001,896055
2019-03-13,2760.0000,2837.9500,2748.8501,2828.1499,1549296
2019-03-12,2808.8000,2816.6499,2745.5000,2753.0500,1385335
2019-03-11,2769.0000,2807.9500,2769.0000,2791.0500,1169075
2019-03-08,2724.8999,2779.0000,2716.6001,2768.3000,1178087
2019-03-07,2774.9500,2782.3000,2725.0000,2734.8000,859851
2019-03-06,2715.0000,2774.2000,2700.0000,2766.7000,1543424
2019-03-05,2655.0000,2708.3501,2644.6001,2695.1499,847307
2019-03-01,2663.3000,2674.3000,2640.0000,2660.7500,707094
2019-02-28,2666.6001,2667.0000,2630.0000,2649.0000,1136843
2019-02-27,2670.0000,2696.6499,2625.0000,2642.0000,1147839
2019-02-26,2637.3000,2678.0000,2600.0000,2657.7500,1618996
2019-02-25,2639.0000,2675.0000,2613.7500,2657.7500,1024040
2019-02-22,2652.5500,2674.0000,2632.3999,2640.3999,825672
2019-02-21,2610.0000,2660.0000,2593.0500,2654.7000,1139823
2019-02-20,2585.0000,2614.8000,2571.0000,2606.1499,1038127
2019-02-19,2551.0000,2606.9500,2545.0000,2559.8000,1148339
2019-02-18,2548.0500,2561.0000,2512.4500,2549.4500,1154520
2019-02-15,2610.0000,2610.0000,2506.0000,2561.1001,1640696
2019-02-14,2579.9500,2622.0000,2556.8999,2609.2000,1214126
2019-02-12,2668.0000,2677.1499,2616.3000,2621.8000,1200370
2019-02-11,2724.7000,2724.7000,2635.0000,2657.2000,1194702
2019-02-08,2670.0000,2737.4500,2670.0000,2707.1499,1510785
2019-02-07,2725.0000,2731.0000,2684.1001,2696.6001,1760580
2019-02-06,2619.0000,2720.0000,2612.1001,2711.2500,1798461
2019-02-05,2600.0000,2642.1001,2593.9500,2603.6001,1010817
2019-02-04,2610.0000,2623.5500,2572.2000,2594.4500,942113
2019-02-01,2575.0000,2687.8999,2575.0000,2628.3999,2117768
2019-01-31,2608.0000,2608.0000,2526.0000,2574.8501,2083418
2019-01-30,2580.0000,2623.7000,2546.0000,2595.5000,3879707
2019-01-29,2468.0000,2570.1001,2371.6499,2515.5500,6118833
2019-01-28,2610.0000,2610.0000,2355.0000,2458.5000,2364047
2019-01-25,2649.0000,2661.0000,2585.0000,2599.5500,916927
2019-01-24,2639.0000,2653.5000,2603.1001,2635.6499,753856
2019-01-23,2619.0000,2653.0000,2611.0000,2634.3501,992504
2019-01-22,2585.0000,2635.0000,2575.0000,2621.8999,1474713
2019-01-21,2548.0000,2606.0000,2526.6001,2594.2000,1332159
