timestamp,open,high,low,close,volume
2019-04-02,280.5000,284.9000,272.7000,273.9500,7852669
2019-04-01,284.0000,288.9000,279.6000,286.0500,3766610
2019-03-28,269.1500,279.4500,269.1500,272.4500,21743341
2019-03-27,276.0000,277.0000,268.4000,269.2000,5871621
2019-03-26,275.0500,280.0000,272.2500,277.0500,5389939
2019-03-25,267.0000,275.6000,266.2500,274.2500,4944412
2019-03-22,275.0000,278.2000,266.5500,268.3500,7628610
2019-03-20,289.0000,290.0000,274.0000,275.1000,9435702
2019-03-19,288.0000,292.0000,285.7500,290.7500,6917041
2019-03-18,278.3500,287.7500,276.5500,286.8000,10655690
2019-03-15,268.1000,280.0000,265.4000,276.9500,11907408
2019-03-14,265.9500,269.0000,263.0500,267.1500,3865376
2019-03-13,262.0000,269.0000,256.0000,267.8500,8112195
2019-03-12,265.9000,272.6000,260.6000,261.8500,11651988
2019-03-11,250.9500,266.8000,250.2500,263.4000,15348942
2019-03-08,248.7000,251.4000,245.7000,249.8500,3780260
2019-03-07,248.1000,253.7000,246.5000,249.0000,9346838
2019-03-06,248.4000,255.3500,243.3500,246.4500,7682669
2019-03-05,232.3500,248.2000,231.3500,246.7500,8634956
2019-03-01,224.5000,234.0000,223.3500,232.7000,3882378
2019-02-28,224.8000,225.6500,221.5500,223.3500,3996592
2019-02-27,227.1000,229.3500,220.6000,222.6500,3160129
2019-02-26,224.9000,229.0500,221.4000,225.8500,6735347
2019-02-25,231.6500,232.0000,226.0000,228.1500,3517474
2019-02-22,223.7500,232.8000,223.3000,230.9500,5940113
2019-02-21,219.0000,224.0000,217.9000,222.9500,3720006
2019-02-20,215.3500,221.9000,215.1500,220.9500,3830318
2019-02-19,211.5500,217.7000,211.5500,214.8000,2373419
2019-02-18,216.0000,216.3500,211.2000,212.6500,2708470
2019-02-15,219.6000,221.1000,215.0000,216.3500,3895202
2019-02-14,217.2000,222.6000,213.3500,220.7000,8651358
2019-02-12,231.2500,237.9500,231.0000,234.0500,3953480
2019-02-11,230.3000,233.5000,224.8000,231.6000,3603148
2019-02-08,237.0000,239.3000,229.5500,230.3500,2335272
2019-02-07,233.4000,237.5000,232.0000,236.8500,2838132
2019-02-06,226.5500,234.9000,226.5000,233.9000,9862953
2019-02-05,225.1500,228.1500,224.0500,225.1500,5064234
2019-02-04,231.5000,232.4000,224.7000,226.5000,6437470
2019-02-01,234.7000,236.5500,229.6000,234.0000,2759440
2019-01-31,230.5500,237.2500,229.0500,233.5000,5912293
2019-01-30,234.6000,235.4000,226.8500,231.1500,4284743
2019-01-29,240.0000,242.5000,234.1000,235.3000,4173899
2019-01-28,242.3000,243.4500,238.3500,239.2000,2334958
2019-01-25,243.6500,248.3000,240.5000,241.8000,4234919
2019-01-24,242.0000,245.5000,241.2500,243.1000,4653823
2019-01-23,242.2500,244.4000,239.3000,241.8500,3325871
2019-01-22,238.9000,243.4500,238.3500,242.0000,3212477
2019-01-21,236.7000,241.9000,236.7000,238.6500,2184129
2019-01-18,243.8500,245.3500,238.2500,239.5000,2690204
2019-01-17,240.9000,246.4000,240.7500,244.2000,4239731
2019-01-16,241.5500,244.6500,239.2000,240.6000,2721203
2019-01-15,234.9000,242.9500,234.3000,241.5500,4894030
2019-01-14,235.2500,236.3000,232.6000,233.9500,2642085
2019-01-11,232.0000,235.3000,231.3000,233.5000,3189561
2019-01-10,236.5500,237.9500,231.2000,232.9000,7617369
2019-01-09,246.0000,247.6500,238.0000,239.0000,5611285
2019-01-08,249.5000,249.7000,246.4000,247.9500,1994005
2019-01-07,249.0000,251.9000,248.1500,249.8000,2274016
2019-01-04,247.0000,251.2500,246.3500,248.2000,5576677
2019-01-03,253.3000,253.9000,247.2000,248.3000,7019279
2019-01-02,255.8500,258.5000,244.7000,256.5500,10666940
2019-01-01,253.6000,258.3500,252.5000,256.7000,2829660
2018-12-31,255.9000,258.6000,252.4000,253.2500,4248514
2018-12-28,253.5000,257.0000,251.0000,255.9000,6215685
2018-12-27,246.0000,253.7500,241.5500,252.7000,18511320
2018-12-26,250.3000,250.8500,244.8000,248.8500,7582841
2018-12-24,251.0000,253.8500,244.7500,246.3000,6172675
2018-12-21,246.1000,252.0500,242.5000,250.0500,13208463
2018-12-20,234.3000,246.0000,233.0000,244.4500,7860470
2018-12-19,235.7500,238.8000,233.4000,236.1500,8702942
