timestamp,open,high,low,close,volume
2019-04-02,216.2500,218.3000,213.2000,216.9500,8273747
2019-04-01,208.5500,218.7500,208.5500,216.9000,15410325
2019-03-28,206.9500,208.3000,201.5500,202.3500,8924025
2019-03-27,209.0500,210.8500,206.7000,207.6500,5731820
2019-03-26,205.5500,209.3500,204.6000,208.5000,5069088
2019-03-25,206.5000,206.5000,201.9000,205.4500,7451785
2019-03-22,208.1000,211.5500,206.0500,209.1000,11359037
2019-03-20,203.0000,207.9500,203.0000,207.1500,8788334
2019-03-19,200.0000,204.2500,199.4500,202.3500,6097075
2019-03-18,200.7000,201.0000,197.5000,199.5500,4625891
2019-03-15,201.5000,202.5500,197.2500,199.0500,7489589
2019-03-14,202.3500,204.6000,199.7500,200.7500,5106833
2019-03-13,204.0000,205.3000,200.7000,202.3000,4971396
2019-03-12,203.0000,206.9000,202.1000,203.4000,10988099
2019-03-11,197.0000,202.0000,196.1000,201.0500,5446100
2019-03-08,197.0000,197.6000,193.6000,195.5500,10050458
2019-03-07,203.7500,203.7500,199.9000,200.6000,5533457
2019-03-06,200.0000,203.9500,199.6500,202.7500,13683897
2019-03-05,195.0000,199.4500,194.5000,198.7500,7354264
2019-03-01,198.1000,198.9000,195.3000,196.1500,6512004
2019-02-28,197.7000,198.2000,195.0000,195.7500,9582600
2019-02-27,199.0000,199.0000,194.6000,195.9500,11910998
2019-02-26,192.7500,197.2000,189.0500,196.5000,9059558
2019-02-25,197.0000,198.5000,194.3500,196.5000,6169952
2019-02-22,194.3000,197.0000,192.3000,196.4500,8758060
2019-02-21,193.9000,195.5000,192.2500,194.4000,6498528
2019-02-20,187.8000,193.9000,187.5500,193.0000,7595081
2019-02-19,185.1000,189.2500,184.1000,186.5500,5513105
2019-02-18,187.0000,188.7000,183.9000,184.5500,6483004
2019-02-15,192.3000,192.5000,182.2000,186.6000,12678835
2019-02-14,197.6000,198.5500,190.3000,191.7500,10767206
2019-02-12,199.0000,202.7000,197.0000,198.3500,16467366
2019-02-11,204.9000,204.9000,195.6500,199.4500,8463393
2019-02-08,208.9500,209.1500,204.4000,205.9000,3958618
2019-02-07,211.9000,212.6500,208.2000,209.2000,6215565
2019-02-06,205.6000,212.1000,202.5000,211.4000,5888996
2019-02-05,205.9000,208.7500,202.7000,204.7500,4765441
2019-02-04,209.9000,209.9000,201.4500,204.2000,6196724
2019-02-01,208.0000,212.3500,203.5000,211.4000,10475839
2019-01-31,206.1000,210.0000,204.3500,208.5000,6553608
2019-01-30,200.4000,206.2500,200.4000,205.8000,5619506
